"Course Subject Code","Course Number","Course Title","Credits - Credit Hours - Credit Hours Min","Credits - Credit Hours - Credit Hours Max","Credits - Credit Hours - Credit Hours Value","Credits - Credit Hours - Credit Hours Operator","Credits - Contact Hours - Contact Hours Min","Credits - Contact Hours - Contact Hours Max","Credits - Contact Hours - Contact Hours Value","Credits - Contact Hours - Contact Hours Operator","Credits - Billing Hours - Billing Hours Min","Credits - Billing Hours - Billing Hours Max","Credits - Billing Hours - Billing Hours Value","Credits - Billing Hours - Billing Hours Operator","Credits - Lecture Hours - Lecture Hours Min","Credits - Lecture Hours - Lecture Hours Max","Credits - Lecture Hours - Lecture Hours Value","Credits - Lecture Hours - Lecture Hours Operator","Credits - Lab Hours - Lab Hours Min","Credits - Lab Hours - Lab Hours Max","Credits - Lab Hours - Lab Hours Value","Credits - Lab Hours - Lab Hours Operator","Credits - Other Hours - Other Hours Min","Credits - Other Hours - Other Hours Max","Credits - Other Hours - Other Hours Value","Credits - Other Hours - Other Hours Operator","Credits - Course Count","Credits - Repeatable","Credits - Number Of Repeats","Credits - Number Of Credits","Course Description"
"MUSI","222","APPLIED MUSIC COMPOSITION","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","222 APPLIED MUSIC COMPOSITION   2(2-0) 
 
College level Applied Music classes are for Music majors and other accomplished musicians. All students are required to perform for a jury. 

Prerequisites: MUSI 122; successful completion of two previous semesters of study in instrument or permission of instructor.

Additional Course Fee: $180.00"
"MUSI","122","APPLIED MUSIC COMPOSITION","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","122 APPLIED MUSIC COMPOSITION   2(2-0) 

College level applied music class. Individual instruction for Music majors or highly-proficient musicians. All students are required to perform a jury. 

Prerequisites: Requires audition or permission of instructor.

Additional Course Fee: $180.00"
"MUSI","252","APPLIED OBOE","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","252 APPLIED OBOE    2(2-0) 

College level Applied Music classes are for Music majors and other accomplished musicians. Successful completion of two previous semesters of study in instrument or permission of instructor a prerequisite for all classes. All students are required to perform for a jury.

Prerequisite: MUSI 152

Additional Course Fee: $180.00"
"MUSI","152","APPLIED OBOE","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","152 APPLIED OBOE   2(2-0) 

College level applied music class. Individual instruction for Music majors or highly-proficient musicians. All students are required to perform a jury. 

Prerequisites: Requires audition or permission of instructor.

Additional Course Fee: $180.00"
"MUSI","234","APPLIED ORGAN","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","234 APPLIED ORGAN    2 (2-0) 

College level Applied Music classes are for Music majors and other accomplished musicians. Successful completion of two previous semesters of study in instrument or permission of instructor a prerequisite for all classes. All students are required to perform for a jury.

Prerequisite: MUSI 134

Additional Course Fee: $180.00"
"MUSI","134","APPLIED ORGAN","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","134 APPLIED ORGAN   2(2-0) 

College level applied music class. Individual instruction for Music majors or highly-proficient musicians. All students are required to perform a jury. 

Prerequisites: Requires audition or permission of instructor.

Additional Course Fee: $180.00"
"MUSI","260","APPLIED PERCUSSION","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","260 APPLIED PERCUSSION    2(2-0) 

College level Applied Music classes are for Music majors and other accomplished musicians. Successful completion of two previous semesters of study in instrument or permission of instructor a prerequisite for all classes. All students are required to perform for a jury.

Prerequisites: MUSI 160

Additional Course Fee: $180.00"
"MUSI","160","APPLIED PERCUSSION","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","160 APPLIED PERCUSSION   2(2-0) 

College level applied music class. Individual instruction for Music majors or highly-proficient musicians. All students are required to perform a jury. 

Prerequisites: Requires audition or permission of instructor.

Additional Course Fee: $180.00"
"MUSI","230","APPLIED PIANO","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","230 APPLIED PIANO    2 (2-0) 

College level Applied Music classes are for Music majors and other accomplished musicians. All students are required to perform for a jury.

Prerequisites: MUSI 130; successful completion of two previous semesters of study in instrument or permission of instructor.

Additional Course Fee: $180.00"
"MUSI","130","APPLIED PIANO","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","130 APPLIED PIANO   2(2-0) 

College level applied music class. Individual instruction for Music majors or highly-proficient musicians. All students are required to perform a jury. 

Prerequisites: Requires an audition or permission of instructor.

Additional Course Fee: $180.00"
"MUSI","158","APPLIED SAXOPHONE","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","158 APPLIED SAXOPHONE   2(2-0) 

College level applied music class. Individual instruction for Music majors or highly-proficient musicians. All students are required to perform a jury. 

Prerequisites: Requires audition or permission of the instructor.

Additional Course Fee: $180.00"
"MUSI","258","APPLIED SAXOPHONE","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","258 APPLIED SAXOPHONE    FEE    2 (2-0) 

College level Applied Music classes are for Music majors and other accomplished musicians. Successful completion of two previous semesters of study in instrument or permission of instructor a prerequisite for all classes. All students are required to perform for a jury. 

Prerequisite: MUSI 158"
"MRIT","104","APPLIED SECTIONAL ANATOMY","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","MRIT104  MRI IMAGING ANALYSIS I     FALL                            2(2-0)

The first in a two semester course that supplements MRI Physics.  Discussion introductory course covers the fundamentals of MRI systems including components and hardware as well as patient care, safety and medical ethics.  Topics covered will prepare the MRI student for integration within the MRI department at clinical sites. 

Prerequisites:  E,M,R, MRIT100 and MRIT101"
"MUSI","281","APPLIED STRING BASS","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","281 APPLIED STRING BASS    2(2-0) 

College level Applied Music classes are for Music majors and other accomplished musicians. Successful completion of two previous semesters of study in instrument or permission of instructor a prerequisite for all classes. All students are required to perform for a jury. 

Prerequisites: MUSI 181

Additional Course Fee: $180.00"
"MUSI","181","APPLIED STRING BASS","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","181 APPLIED STRING BASS   2(2-0) 

College level applied music class. Individual instruction for Music majors or highly-proficient musicians. All students are required to perform a jury. 

Prerequisites: Requires audition or permission of instructor.

Additional Course Fee: $180.00"
"TRIN","105","APPLIED TRIGONOMETRY II","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","105  APPLIED TRIGONOMETRY II    2(2-0)

Oblique angle trigonometry which incorporates law of sines, cosines, cotangents and right triangles in solving practical shop problems.

Prerequisites: MATH 110 OR TRIN107"
"MUSI","244","APPLIED TROM,EUPHON,BARITONE","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","244 APPLIED TROMBONE, EUPHONIUM, BARITONE    2 (2-0) 

College level Applied Music classes are for Music majors and other accomplished musicians. Successful completion of two previous semesters of study in instrument or permission of instructor a prerequisite for all classes. All students are required to perform for a jury. 

Prerequisite: MUSI 144

Additional Course Fee: $180.00"
"MUSI","240","APPLIED TRUMPET, CORNET","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","240 APPLIED TRUMPET, CORNET    2 (2-0) 

College level Applied Music classes are for Music majors and other accomplished musicians. Successful completion of two previous semesters of study in instrument or permission of instructor a prerequisite for all classes. All students are required to perform for a jury. 

Prerequisite: MUSI 140

Additional Course Fee: $180.00"
"MUSI","140","APPLIED TRUMPET,CORNET","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","140 APPLIED TRUMPET, CORNET   2(2-0) 

College level applied music class. Individual instruction for Music majors or highly-proficient musicians. All students are required to perform a jury. 

Prerequisites: Requires audition or permission of instructor.

Additional Course Fee: $180.00"
"MUSI","146","APPLIED TUBA","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","146 APPLIED TUBA   2(2-0) 

College level applied music class, requires an audition or permission of instructor to to qualify. Individual instruction for Music majors or highly-proficient musicians. All students are required to perform a jury. 

Prerequisites: Requires audition or permission of instructor.

Additional Course Fee: $180.00"
"MUSI","246","APPLIED TUBA","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","246 APPLIED TUBA    2(2-0) 

College level Applied Music classes are for Music majors and other accomplished musicians. Successful completion of two previous semesters of study in instrument or permission of instructor a prerequisite for all classes. All students are required to perform for a jury. 

Prerequisite: MUSI 146

Additional Course Fee: $180.00"
"MUSI","272","APPLIED VIOLA","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","272 APPLIED VIOLA    2(2-0) 

College level Applied Music classes are for Music majors and other accomplished musicians. Successful completion of two previous semesters of study in instrument or permission of instructor a prerequisite for all classes. All students are required to perform for a jury. 

Prerequisites: MUSI 172

Additional Course Fee: $180.00"
"MUSI","172","APPLIED VIOLA","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","172 APPLIED VIOLA   2(2-0) 

College level applied music class. Individual instruction for Music majors or highly-proficient musicians. All students are required to perform a jury. 

Prerequisites: Requires audition or permission of instructor.

Additional Course Fee: $180.00"
"MUSI","270","APPLIED VIOLIN","2","-","-","-","2","-","-","-","2","-","-","-","2","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","270 APPLIED VIOLIN    2(2-0) 

College level Applied Music classes are for Music majors and other accomplished musicians. Successful completion of two previous semesters of study in instrument or permission of instructor a prerequisite for all classes. All students are required to perform for a jury. 

Prerequisites: MUSI 170

Additional Course Fee: $180.00"
